trade_id,client_id,instrument,side,quantity,price,timestamp,order_type,venue,pnl
TRD000487,SENTINEL_ASSETS_067,USDCHF,BUY,1775013,0.83532,2025-09-23T14:43:32.524548,LIMIT,LMAX,-1283
TRD000488,MERIDIAN_FUND_052,AUDUSD,BUY,4578229,0.70149,2025-09-23T14:49:32.524548,MARKET,LMAX,-4028
TRD000489,PINNACLE_WEALTH_064,EURUSD,BUY,4174721,1.07819,2025-09-23T15:22:32.524548,MARKET,Hotspot,3830
TRD000490,VANGUARD_MARKETS_078,GBPUSD,SELL,4058871,1.24199,2025-09-23T16:49:32.524548,MARKET,LMAX,6119
TRD000491,MERIDIAN_FUND_052,AUDUSD,BUY,3180757,0.70143,2025-09-23T17:13:32.524548,MARKET,EBS,-2038
TRD000492,ROCKFORD_TRUST_088,GBPUSD,BUY,1741744,1.24221,2025-09-23T17:34:32.524548,LIMIT,Hotspot,1556
TRD000493,PINNACLE_WEALTH_064,EURUSD,SELL,2338310,1.07806,2025-09-23T18:19:32.524548,LIMIT,EBS,3712
TRD000494,HORIZON_GLOBAL_056,EURUSD,BUY,3047192,1.07845,2025-09-24T09:12:32.524548,MARKET,LMAX,-978
TRD000495,ECLIPSE_PARTNERS_092,USDJPY,BUY,4133672,145.62864,2025-09-24T09:19:32.524548,MARKET,LMAX,7473
TRD000496,NOVA_MACRO_045,USDCHF,BUY,2944989,0.83533,2025-09-24T09:43:32.524548,MARKET,EBS,-1185
TRD000497,OLYMPUS_VENTURES_024,GBPUSD,BUY,1526706,1.24231,2025-09-24T10:21:32.524548,LIMIT,Hotspot,-780
TRD000498,ZEUS_COMM_019,AUDUSD,SELL,1663958,0.70149,2025-09-24T11:02:32.524548,LIMIT,EBS,-1932
TRD000499,VANGUARD_MARKETS_078,GBPUSD,BUY,3315617,1.24232,2025-09-24T12:07:32.524548,MARKET,Hotspot,-2141
TRD000500,PHOENIX_CAPITAL_031,GBPUSD,BUY,4475825,1.24262,2025-09-24T12:58:32.524548,LIMIT,LMAX,-5552
TRD000501,CORNERSTONE_INV_033,AUDUSD,BUY,3700607,0.7015,2025-09-24T12:59:32.524548,MARKET,Hotspot,4537
TRD000502,STERLING_FX_041,EURUSD,SELL,1451223,1.07794,2025-09-24T13:01:32.524548,LIMIT,EBS,-1327
TRD000503,APEX_TRADING_089,AUDUSD,SELL,3723032,0.70149,2025-09-24T13:54:32.524548,LIMIT,LMAX,-4708
TRD000504,CORNERSTONE_INV_033,AUDUSD,SELL,2884081,0.70148,2025-09-24T16:34:32.524548,MARKET,Currenex,-2704
TRD000505,MERIDIAN_FUND_052,AUDUSD,BUY,3423118,0.70144,2025-09-24T17:19:32.524548,MARKET,EBS,6119
TRD000506,HORIZON_GLOBAL_056,GBPUSD,SELL,3141492,1.242,2025-09-24T17:27:32.524548,LIMIT,LMAX,1686
TRD000507,PINNACLE_WEALTH_064,SPX,BUY,2968959,5192.31743,2025-09-24T18:18:32.524548,LIMIT,Currenex,2161
TRD000508,OLYMPUS_VENTURES_024,EURUSD,BUY,1808888,1.07795,2025-09-24T18:19:32.524548,MARKET,LMAX,1256
TRD000509,APEX_TRADING_089,USDCHF,BUY,5352236,0.83549,2025-09-24T18:39:32.524548,LIMIT,Currenex,-1855
TRD000510,PINNACLE_WEALTH_064,EURUSD,BUY,2818753,1.07816,2025-09-24T18:56:32.524548,LIMIT,EBS,5474
TRD000511,TITAN_EQ_008,AUDUSD,SELL,1754717,0.70135,2025-09-25T08:07:32.524548,LIMIT,Hotspot,-2152
TRD000512,NEXUS_CAPITAL_017,GBPUSD,SELL,2951193,1.24202,2025-09-25T08:55:32.524548,MARKET,EBS,-2365
TRD000513,ECLIPSE_PARTNERS_092,EURUSD,BUY,4915441,1.07809,2025-09-25T09:23:32.524548,MARKET,Currenex,8457
TRD000514,NEXUS_CAPITAL_017,GBPUSD,SELL,2000912,1.24207,2025-09-25T10:05:32.524548,MARKET,Hotspot,2918
TRD000515,ZEUS_COMM_019,AUDUSD,BUY,1946453,0.70156,2025-09-25T12:01:32.524548,LIMIT,Hotspot,-2841
TRD000516,PINNACLE_WEALTH_064,SPX,BUY,5369870,5191.18814,2025-09-25T12:25:32.524548,LIMIT,EBS,7639
TRD000517,APEX_TRADING_089,USDCHF,SELL,5341149,0.83511,2025-09-25T13:01:32.524548,LIMIT,EBS,-5417
TRD000518,OLYMPUS_VENTURES_024,EURUSD,SELL,1779375,1.07839,2025-09-25T13:06:32.524548,MARKET,EBS,-593
TRD000519,SENTINEL_ASSETS_067,GBPUSD,BUY,967791,1.24203,2025-09-25T14:34:32.524548,LIMIT,Hotspot,768
TRD000520,QUANTUM_FINANCE_015,AUDUSD,BUY,2485837,0.70139,2025-09-25T14:35:32.524548,MARKET,EBS,2487
TRD000521,NEXUS_CAPITAL_017,AUDUSD,BUY,1935734,0.7015,2025-09-25T15:47:32.524548,MARKET,EBS,2001
TRD000522,ATLAS_BOND_012,AUDUSD,SELL,6437296,0.70133,2025-09-25T15:52:32.524548,LIMIT,LMAX,-7043
TRD000523,ATLAS_BOND_012,AUDUSD,SELL,6287781,0.70151,2025-09-25T15:57:32.524548,MARKET,LMAX,6405
TRD000524,VANGUARD_MARKETS_078,GBPUSD,SELL,3059648,1.2425,2025-09-25T15:58:32.524548,LIMIT,Currenex,5810
TRD000525,MERIDIAN_FUND_052,USDJPY,SELL,3239010,145.51902,2025-09-25T16:02:32.524548,MARKET,EBS,2396
TRD000526,QUANTUM_FINANCE_015,USDCHF,BUY,1573703,0.83517,2025-09-25T16:07:32.524548,MARKET,EBS,-1384
TRD000527,APEX_TRADING_089,AUDUSD,SELL,3868060,0.70163,2025-09-25T16:25:32.524548,MARKET,Hotspot,-1199
TRD000528,MERIDIAN_FUND_052,AUDUSD,SELL,3344235,0.7014,2025-09-25T16:42:32.524548,MARKET,Hotspot,5507
TRD000529,ZEUS_COMM_019,OIL,SELL,3553609,82.89952,2025-09-25T16:46:32.524548,LIMIT,Hotspot,5006
TRD000530,PHOENIX_CAPITAL_031,EURUSD,BUY,6144954,1.07838,2025-09-25T17:09:32.524548,LIMIT,Hotspot,7076
TRD000531,NOVA_MACRO_045,GBPUSD,SELL,2440092,1.24208,2025-09-25T17:15:32.524548,MARKET,Hotspot,-2958
TRD000532,NOVA_MACRO_045,USDCHF,BUY,2897480,0.8352,2025-09-25T18:48:32.524548,LIMIT,LMAX,3685
TRD000533,STERLING_FX_041,USDJPY,BUY,1187063,145.54483,2025-09-25T19:27:32.524548,MARKET,EBS,2368
TRD000534,HORIZON_GLOBAL_056,USDJPY,SELL,2745309,145.56655,2025-09-26T08:05:32.524548,LIMIT,Currenex,1708
TRD000535,ATLAS_BOND_012,EURUSD,BUY,4001543,1.07847,2025-09-26T08:39:32.524548,MARKET,Currenex,7576
TRD000536,STERLING_FX_041,AUDUSD,BUY,1495814,0.70178,2025-09-26T08:41:32.524548,LIMIT,Currenex,1834
TRD000537,MERIDIAN_FUND_052,EURUSD,BUY,4181215,1.07824,2025-09-26T10:47:32.524548,MARKET,LMAX,-4371
TRD000538,VANGUARD_MARKETS_078,GBPUSD,SELL,4397449,1.2423,2025-09-26T10:53:32.524548,MARKET,EBS,-4224
TRD000539,QUANTUM_FINANCE_015,USDCHF,BUY,940045,0.83529,2025-09-26T11:26:32.524548,MARKET,LMAX,840
TRD000540,CORNERSTONE_INV_033,USDJPY,BUY,2760670,145.59935,2025-09-26T11:39:32.524548,MARKET,Currenex,-3527
TRD000541,HORIZON_GLOBAL_056,GBPUSD,SELL,1631912,1.24162,2025-09-26T12:00:32.524548,LIMIT,Hotspot,2385
TRD000542,NEXUS_CAPITAL_017,GBPUSD,BUY,3575882,1.24225,2025-09-26T12:49:32.524548,MARKET,EBS,2659
TRD000543,VANGUARD_MARKETS_078,EURUSD,BUY,3477215,1.07828,2025-09-26T13:24:32.524548,LIMIT,LMAX,3366
TRD000544,HORIZON_GLOBAL_056,GBPUSD,BUY,1804675,1.24168,2025-09-26T13:27:32.524548,LIMIT,Hotspot,2718
TRD000545,SENTINEL_ASSETS_067,EURUSD,BUY,1498376,1.0779,2025-09-26T13:29:32.524548,LIMIT,Hotspot,2835
TRD000546,ECLIPSE_PARTNERS_092,AUDUSD,BUY,3405295,0.70161,2025-09-26T14:31:32.524548,LIMIT,LMAX,5551
TRD000547,ECLIPSE_PARTNERS_092,EURUSD,SELL,4775876,1.07792,2025-09-26T14:38:32.524548,LIMIT,Currenex,-3969
TRD000548,TITAN_EQ_008,USDJPY,SELL,1989909,145.56122,2025-09-26T15:01:32.524548,LIMIT,EBS,-2877
TRD000549,PINNACLE_WEALTH_064,GBPUSD,BUY,4209566,1.24209,2025-09-26T15:02:32.524548,LIMIT,LMAX,5174
TRD000550,NOVA_MACRO_045,AUDUSD,BUY,2531048,0.70156,2025-09-26T15:40:32.524548,MARKET,LMAX,3632
TRD000551,TITAN_EQ_008,AUDUSD,SELL,1214649,0.70151,2025-09-26T16:00:32.524548,MARKET,LMAX,1058
TRD000552,STERLING_FX_041,GBPUSD,SELL,1337917,1.24228,2025-09-26T16:20:32.524548,LIMIT,Hotspot,-1773
TRD000553,ECLIPSE_PARTNERS_092,AUDUSD,BUY,3659553,0.7012,2025-09-26T17:07:32.524548,LIMIT,Currenex,-3994
TRD000554,ACME_FX_023,USDJPY,SELL,2765396,145.5784,2025-09-26T17:27:32.524548,LIMIT,Hotspot,4398
TRD000555,STERLING_FX_041,USDJPY,SELL,1720380,145.54642,2025-09-26T18:12:32.524548,LIMIT,LMAX,1342
TRD000556,ECLIPSE_PARTNERS_092,USDJPY,BUY,4968188,145.62538,2025-09-27T08:01:32.524548,MARKET,LMAX,8737
TRD000557,OLYMPUS_VENTURES_024,EURUSD,SELL,2784227,1.07794,2025-09-27T08:37:32.524548,LIMIT,Hotspot,2612
TRD000558,VANGUARD_MARKETS_078,USDJPY,SELL,4089723,145.51204,2025-09-27T09:01:32.524548,LIMIT,Hotspot,6551
TRD000559,ECLIPSE_PARTNERS_092,EURUSD,BUY,4283418,1.07827,2025-09-27T09:08:32.524548,MARKET,EBS,2966
TRD000560,MERIDIAN_FUND_052,USDJPY,SELL,3394728,145.56123,2025-09-27T09:52:32.524548,MARKET,Currenex,-2232
TRD000561,SUMMIT_ADVISORS_051,AUDUSD,BUY,4695368,0.70141,2025-09-27T09:52:32.524548,MARKET,Currenex,-4985
TRD000562,SENTINEL_ASSETS_067,GBPUSD,SELL,854996,1.24223,2025-09-27T10:13:32.524548,MARKET,EBS,610
TRD000563,ZEUS_COMM_019,GOLD,BUY,1881410,1837.45368,2025-09-27T10:27:32.524548,LIMIT,Currenex,-1926
TRD000564,ROCKFORD_TRUST_088,USDJPY,BUY,894800,145.5885,2025-09-27T10:52:32.524548,MARKET,EBS,-824
TRD000565,SENTINEL_ASSETS_067,USDCHF,SELL,1335370,0.83522,2025-09-27T11:05:32.524548,LIMIT,LMAX,1639
TRD000566,HORIZON_GLOBAL_056,GBPUSD,BUY,2907070,1.24254,2025-09-27T12:06:32.524548,LIMIT,EBS,4794
TRD000567,OLYMPUS_VENTURES_024,GBPUSD,BUY,2078658,1.24256,2025-09-27T12:12:32.524548,LIMIT,Currenex,3475
TRD000568,CORNERSTONE_INV_033,AUDUSD,BUY,2312345,0.70164,2025-09-27T12:28:32.524548,MARKET,LMAX,2413
TRD000569,QUANTUM_FINANCE_015,AUDUSD,BUY,1012447,0.70155,2025-09-27T12:59:32.524548,LIMIT,LMAX,1669
TRD000570,OLYMPUS_VENTURES_024,SPX,SELL,1692918,5192.93159,2025-09-27T13:27:32.524548,MARKET,Currenex,-2511
TRD000571,ATLAS_BOND_012,AUDUSD,BUY,4048140,0.70178,2025-09-27T14:56:32.524548,LIMIT,Currenex,4520
TRD000572,NOVA_MACRO_045,GBPUSD,BUY,2446938,1.24265,2025-09-27T15:06:32.524548,LIMIT,LMAX,-2158
TRD000573,MERIDIAN_FUND_052,AUDUSD,BUY,3460749,0.70146,2025-09-27T15:22:32.524548,LIMIT,Currenex,5724
TRD000574,PINNACLE_WEALTH_064,EURUSD,BUY,4502789,1.07825,2025-09-27T16:07:32.524548,MARKET,EBS,6834
TRD000575,NEXUS_CAPITAL_017,AUDUSD,BUY,2223874,0.70151,2025-09-27T16:09:32.524548,LIMIT,EBS,4002
TRD000576,ATLAS_BOND_012,EURUSD,BUY,3646474,1.07811,2025-09-27T16:43:32.524548,LIMIT,Currenex,1898
TRD000577,ATLAS_BOND_012,AUDUSD,SELL,6071918,0.70132,2025-09-27T17:11:32.524548,MARKET,LMAX,3445
TRD000578,ZEUS_COMM_019,AUDUSD,SELL,2005250,0.7012,2025-09-27T17:40:32.524548,MARKET,Hotspot,2222
TRD000579,SUMMIT_ADVISORS_051,AUDUSD,SELL,4288608,0.70134,2025-09-27T18:01:32.524548,LIMIT,LMAX,3534
TRD000580,STERLING_FX_041,AUDUSD,BUY,1257963,0.70169,2025-09-27T18:39:32.524548,MARKET,EBS,-901
TRD000581,QUANTUM_FINANCE_015,USDCHF,SELL,1959522,0.83502,2025-09-27T18:43:32.524548,LIMIT,EBS,3825
TRD000582,QUANTUM_FINANCE_015,USDCHF,BUY,2071789,0.83526,2025-09-27T18:46:32.524548,MARKET,EBS,-2939
TRD000583,NOVA_MACRO_045,AUDUSD,SELL,1902411,0.70163,2025-09-28T08:47:32.524548,LIMIT,Currenex,3135
TRD000584,PHOENIX_CAPITAL_031,SPX,SELL,5733863,5190.91124,2025-09-28T09:08:32.524548,LIMIT,Hotspot,-4158
TRD000585,QUANTUM_FINANCE_015,USDCHF,SELL,1261871,0.83521,2025-09-28T09:39:32.524548,LIMIT,LMAX,2301
TRD000586,NOVA_MACRO_045,GBPUSD,BUY,1988719,1.24224,2025-09-28T09:58:32.524548,MARKET,Currenex,2826
TRD000587,SENTINEL_ASSETS_067,EURUSD,SELL,1298764,1.07887,2025-09-28T10:00:32.524548,LIMIT,LMAX,2100
TRD000588,ROCKFORD_TRUST_088,EURUSD,BUY,1742600,1.07808,2025-09-28T10:18:32.524548,MARKET,LMAX,2078
TRD000589,QUANTUM_FINANCE_015,GBPUSD,BUY,1619377,1.24227,2025-09-28T10:19:32.524548,MARKET,LMAX,2089
TRD000590,MERIDIAN_FUND_052,AUDUSD,BUY,3872382,0.70149,2025-09-28T10:38:32.524548,LIMIT,Hotspot,-2504
TRD000591,CORNERSTONE_INV_033,USDCHF,SELL,3448266,0.83524,2025-09-28T11:39:32.524548,MARKET,EBS,-5104
TRD000592,SUMMIT_ADVISORS_051,AUDUSD,SELL,4033852,0.70124,2025-09-28T11:48:32.524548,LIMIT,LMAX,6518
TRD000593,QUANTUM_FINANCE_015,USDCHF,BUY,1826680,0.83503,2025-09-28T12:03:32.524548,LIMIT,Currenex,3405
TRD000594,SUMMIT_ADVISORS_051,GBPUSD,SELL,3817875,1.24236,2025-09-28T12:05:32.524548,MARKET,Hotspot,-2679
TRD000595,MERIDIAN_FUND_052,AUDUSD,BUY,3548751,0.7013,2025-09-28T12:42:32.524548,MARKET,LMAX,6434
TRD000596,STERLING_FX_041,AUDUSD,SELL,2490089,0.70151,2025-09-28T12:54:32.524548,LIMIT,EBS,4507
TRD000597,PINNACLE_WEALTH_064,EURUSD,SELL,5838387,1.07839,2025-09-28T13:26:32.524548,MARKET,LMAX,11214
TRD000598,TITAN_EQ_008,USDCHF,BUY,1398488,0.83517,2025-09-28T13:57:32.524548,LIMIT,Currenex,1897
TRD000599,PHOENIX_CAPITAL_031,GBPUSD,BUY,5199115,1.24215,2025-09-28T14:54:32.524548,LIMIT,Hotspot,6879
TRD000600,NOVA_MACRO_045,USDCHF,BUY,2445104,0.83551,2025-09-28T15:11:32.524548,MARKET,EBS,2233
TRD000601,NEXUS_CAPITAL_017,USDJPY,BUY,3279149,145.58665,2025-09-28T15:55:32.524548,LIMIT,EBS,4915
TRD000602,SUMMIT_ADVISORS_051,GBPUSD,SELL,3641726,1.24236,2025-09-28T15:55:32.524548,LIMIT,EBS,2869
TRD000603,SENTINEL_ASSETS_067,USDCHF,SELL,1754181,0.83527,2025-09-28T16:52:32.524548,LIMIT,Hotspot,3360
TRD000604,CORNERSTONE_INV_033,USDJPY,BUY,2845878,145.5322,2025-09-28T17:12:32.524548,LIMIT,Hotspot,5555
TRD000605,HORIZON_GLOBAL_056,USDJPY,BUY,1769552,145.54103,2025-09-28T17:22:32.524548,MARKET,Hotspot,2471
TRD000606,PINNACLE_WEALTH_064,EURUSD,SELL,2562137,1.07761,2025-09-28T18:09:32.524548,LIMIT,Hotspot,3575
TRD000607,PHOENIX_CAPITAL_031,GBPUSD,BUY,4540276,1.24236,2025-09-28T18:35:32.524548,MARKET,EBS,-2338
TRD000608,TITAN_EQ_008,USDJPY,SELL,1784005,145.53421,2025-09-28T19:31:32.524548,MARKET,Currenex,1717
TRD000609,ROCKFORD_TRUST_088,EURUSD,BUY,1619136,1.07842,2025-09-28T19:55:32.524548,LIMIT,EBS,1805
TRD000610,PINNACLE_WEALTH_064,SPX,BUY,4532231,5192.67461,2025-09-28T19:58:32.524548,LIMIT,LMAX,2619
TRD000611,PINNACLE_WEALTH_064,GBPUSD,SELL,3412451,1.24215,2025-09-29T08:36:32.524548,LIMIT,Hotspot,1804
TRD000612,ROCKFORD_TRUST_088,USDJPY,BUY,1501682,145.55799,2025-09-29T08:51:32.524548,MARKET,EBS,-1445
TRD000613,TITAN_EQ_008,AUDUSD,BUY,1023828,0.70158,2025-09-29T10:07:32.524548,MARKET,EBS,-1222
TRD000614,ZEUS_COMM_019,AUDUSD,BUY,2100106,0.70155,2025-09-29T11:03:32.524548,MARKET,Currenex,2281
TRD000615,HORIZON_GLOBAL_056,EURUSD,SELL,3052967,1.07864,2025-09-29T11:43:32.524548,MARKET,Hotspot,-3295
TRD000616,NEXUS_CAPITAL_017,GBPUSD,SELL,3684787,1.24212,2025-09-29T12:36:32.524548,LIMIT,Hotspot,6963
TRD000617,OLYMPUS_VENTURES_024,GBPUSD,SELL,2103934,1.24243,2025-09-29T13:40:32.524548,MARKET,EBS,-1424
TRD000618,SUMMIT_ADVISORS_051,EURUSD,BUY,4450904,1.0785,2025-09-29T15:38:32.524548,MARKET,Currenex,7600
TRD000619,QUANTUM_FINANCE_015,GBPUSD,SELL,1619555,1.24239,2025-09-29T15:41:32.524548,MARKET,LMAX,1725
TRD000620,APEX_TRADING_089,GBPUSD,BUY,2580144,1.24218,2025-09-29T15:51:32.524548,LIMIT,Currenex,-1889
TRD000621,APEX_TRADING_089,GBPUSD,BUY,5675602,1.2425,2025-09-29T16:30:32.524548,LIMIT,Hotspot,-8449
TRD000622,PINNACLE_WEALTH_064,EURUSD,BUY,5286245,1.07809,2025-09-29T16:38:32.524548,MARKET,EBS,10376
TRD000623,STERLING_FX_041,USDCHF,SELL,2353370,0.83492,2025-09-29T16:49:32.524548,LIMIT,EBS,2732
TRD000624,OLYMPUS_VENTURES_024,EURUSD,BUY,2891116,1.07851,2025-09-29T16:52:32.524548,MARKET,EBS,-1338
TRD000625,ZEUS_COMM_019,GOLD,BUY,2047295,1837.02229,2025-09-29T17:24:32.524548,MARKET,LMAX,-2534
TRD000626,OLYMPUS_VENTURES_024,GBPUSD,BUY,2247603,1.24197,2025-09-29T17:52:32.524548,MARKET,LMAX,-2281
TRD000627,ACME_FX_023,USDJPY,SELL,5408940,145.5467,2025-09-29T18:15:32.524548,MARKET,EBS,-4170
TRD000628,ATLAS_BOND_012,USDCHF,BUY,5679810,0.83544,2025-09-29T18:31:32.524548,LIMIT,Hotspot,11064
TRD000629,ACME_FX_023,GBPUSD,SELL,4106557,1.24276,2025-09-29T18:40:32.524548,MARKET,LMAX,-1815
TRD000630,ACME_FX_023,GBPUSD,BUY,5320092,1.24224,2025-09-29T18:45:32.524548,LIMIT,Currenex,5509
TRD000631,STERLING_FX_041,USDJPY,BUY,821448,145.56358,2025-09-29T18:47:32.524548,LIMIT,Currenex,1372
TRD000632,STERLING_FX_041,EURUSD,BUY,1120257,1.07836,2025-09-29T19:20:32.524548,LIMIT,EBS,821
TRD000633,TITAN_EQ_008,AUDUSD,SELL,1034629,0.70149,2025-09-29T19:25:32.524548,MARKET,LMAX,-1545
TRD000634,SENTINEL_ASSETS_067,GBPUSD,BUY,1461311,1.24211,2025-09-29T19:33:32.524548,LIMIT,LMAX,2650
TRD000635,ATLAS_BOND_012,USDCHF,BUY,5194736,0.83529,2025-09-29T19:34:32.524548,LIMIT,EBS,-5085
TRD000636,CORNERSTONE_INV_033,USDCHF,SELL,3765262,0.83524,2025-09-29T19:43:32.524548,LIMIT,EBS,-1546
TRD000637,CORNERSTONE_INV_033,USDCHF,BUY,3730798,0.83531,2025-09-29T19:47:32.524548,MARKET,EBS,-3584
TRD000638,HORIZON_GLOBAL_056,GBPUSD,BUY,2030916,1.24215,2025-09-30T08:20:32.524548,LIMIT,EBS,2097
TRD000639,SUMMIT_ADVISORS_051,AUDUSD,SELL,3714518,0.7016,2025-09-30T09:32:32.524548,MARKET,LMAX,-2701
TRD000640,NEXUS_CAPITAL_017,AUDUSD,BUY,2191298,0.70146,2025-09-30T09:59:32.524548,MARKET,Hotspot,1927
TRD000641,ROCKFORD_TRUST_088,GBPUSD,SELL,1273364,1.24245,2025-09-30T10:25:32.524548,LIMIT,LMAX,947
TRD000642,VANGUARD_MARKETS_078,USDJPY,BUY,4667459,145.62528,2025-09-30T10:32:32.524548,MARKET,Currenex,-2739
TRD000643,QUANTUM_FINANCE_015,GBPUSD,SELL,1731414,1.24211,2025-09-30T11:06:32.524548,LIMIT,Currenex,1555
TRD000644,NEXUS_CAPITAL_017,GBPUSD,SELL,2031435,1.24248,2025-09-30T12:11:32.524548,LIMIT,Hotspot,-2955
TRD000645,ACME_FX_023,EURUSD,SELL,2018080,1.07859,2025-09-30T14:57:32.524548,LIMIT,Currenex,-1204
TRD000646,NEXUS_CAPITAL_017,USDJPY,SELL,3668580,145.5741,2025-09-30T15:16:32.524548,MARKET,Currenex,-2567
TRD000647,APEX_TRADING_089,GBPUSD,BUY,6053410,1.24189,2025-09-30T16:29:32.524548,MARKET,LMAX,-5499
TRD000648,NEXUS_CAPITAL_017,USDJPY,SELL,1651309,145.58046,2025-09-30T16:46:32.524548,MARKET,Currenex,-584
TRD000649,VANGUARD_MARKETS_078,GBPUSD,BUY,4464090,1.2419,2025-09-30T16:54:32.524548,LIMIT,LMAX,5609
TRD000650,TITAN_EQ_008,AUDUSD,BUY,1069241,0.70141,2025-09-30T17:26:32.524548,MARKET,Currenex,2121
TRD000651,ECLIPSE_PARTNERS_092,AUDUSD,BUY,3926679,0.70154,2025-09-30T17:42:32.524548,MARKET,EBS,5738
TRD000652,CORNERSTONE_INV_033,USDCHF,SELL,2516578,0.83543,2025-09-30T19:01:32.524548,MARKET,Currenex,4789
TRD000653,HORIZON_GLOBAL_056,USDJPY,BUY,2196678,145.49656,2025-09-30T19:12:32.524548,MARKET,Hotspot,-940
TRD000654,TITAN_EQ_008,USDJPY,SELL,1562136,145.56293,2025-09-30T19:12:32.524548,LIMIT,Hotspot,-1895
TRD000655,ROCKFORD_TRUST_088,USDJPY,SELL,1868885,145.60014,2025-09-30T19:45:32.524548,LIMIT,LMAX,1803
TRD000656,APEX_TRADING_089,AUDUSD,SELL,2390590,0.70154,2025-09-30T19:56:32.524548,LIMIT,LMAX,-1344
TRD000657,QUANTUM_FINANCE_015,USDCHF,SELL,1867104,0.83528,2025-10-01T08:27:32.524548,LIMIT,LMAX,2421
TRD000658,OLYMPUS_VENTURES_024,GBPUSD,BUY,2922918,1.2423,2025-10-01T08:30:32.524548,LIMIT,Currenex,-4273
TRD000659,HORIZON_GLOBAL_056,GBPUSD,SELL,2854168,1.24261,2025-10-01T08:52:32.524548,LIMIT,EBS,-1500
TRD000660,PHOENIX_CAPITAL_031,SPX,SELL,2848430,5191.56027,2025-10-01T10:09:32.524548,MARKET,Hotspot,5409
TRD000661,SENTINEL_ASSETS_067,USDCHF,BUY,933635,0.83528,2025-10-01T11:01:32.524548,LIMIT,Currenex,610
TRD000662,ACME_FX_023,EURUSD,SELL,5985732,1.07791,2025-10-01T11:09:32.524548,MARKET,Currenex,-8594
TRD000663,NEXUS_CAPITAL_017,USDJPY,SELL,2737035,145.56617,2025-10-01T11:17:32.524548,LIMIT,Hotspot,2986
TRD000664,ATLAS_BOND_012,EURUSD,BUY,5166819,1.07807,2025-10-01T12:05:32.524548,LIMIT,Hotspot,-4200
TRD000665,STERLING_FX_041,AUDUSD,BUY,2351168,0.70145,2025-10-01T12:08:32.524548,MARKET,EBS,2022
TRD000666,SENTINEL_ASSETS_067,EURUSD,BUY,1050801,1.07794,2025-10-01T12:13:32.524548,LIMIT,Currenex,-379
TRD000667,QUANTUM_FINANCE_015,GBPUSD,BUY,889986,1.24197,2025-10-01T12:26:32.524548,LIMIT,LMAX,-518
TRD000668,ACME_FX_023,GBPUSD,SELL,4819658,1.24197,2025-10-01T12:27:32.524548,LIMIT,EBS,-5232
TRD000669,PINNACLE_WEALTH_064,GBPUSD,BUY,4683810,1.24192,2025-10-01T13:15:32.524548,MARKET,Hotspot,2781
TRD000670,HORIZON_GLOBAL_056,EURUSD,SELL,1823839,1.07823,2025-10-01T14:11:32.524548,LIMIT,Currenex,-568
TRD000671,SUMMIT_ADVISORS_051,AUDUSD,SELL,4599794,0.70116,2025-10-01T14:27:32.524548,LIMIT,Hotspot,-6461
TRD000672,SENTINEL_ASSETS_067,GBPUSD,BUY,1742577,1.24245,2025-10-01T14:31:32.524548,MARKET,Currenex,1226
TRD000673,NEXUS_CAPITAL_017,GBPUSD,SELL,3736419,1.24248,2025-10-01T14:35:32.524548,LIMIT,LMAX,6955
TRD000674,HORIZON_GLOBAL_056,USDJPY,BUY,2963551,145.57738,2025-10-01T14:55:32.524548,LIMIT,LMAX,1953
TRD000675,STERLING_FX_041,EURUSD,BUY,2065245,1.0782,2025-10-01T16:06:32.524548,LIMIT,EBS,-1458
TRD000676,SENTINEL_ASSETS_067,EURUSD,SELL,972362,1.07818,2025-10-01T16:08:32.524548,LIMIT,Hotspot,-836
TRD000677,SENTINEL_ASSETS_067,GBPUSD,SELL,1220125,1.24189,2025-10-01T17:43:32.524548,LIMIT,EBS,-998
TRD000678,PINNACLE_WEALTH_064,SPX,BUY,4470589,5190.41039,2025-10-01T18:37:32.524548,MARKET,Currenex,7772
TRD000679,ROCKFORD_TRUST_088,USDJPY,BUY,876789,145.54405,2025-10-01T19:13:32.524548,LIMIT,LMAX,1666
TRD000680,SUMMIT_ADVISORS_051,GBPUSD,BUY,3412880,1.24229,2025-10-01T19:27:32.524548,LIMIT,LMAX,3993
TRD000681,ROCKFORD_TRUST_088,USDJPY,SELL,1727670,145.52256,2025-10-01T19:40:32.524548,MARKET,Hotspot,1925
TRD000682,STERLING_FX_041,AUDUSD,BUY,2399165,0.70152,2025-10-02T08:53:32.524548,MARKET,EBS,-1390
TRD000683,ECLIPSE_PARTNERS_092,USDJPY,SELL,3762208,145.59069,2025-10-02T11:09:32.524548,LIMIT,Hotspot,4117
TRD000684,NEXUS_CAPITAL_017,GBPUSD,SELL,3671297,1.24239,2025-10-02T12:31:32.524548,LIMIT,Hotspot,-3449
TRD000685,PHOENIX_CAPITAL_031,SPX,SELL,2023786,5190.80228,2025-10-02T13:49:32.524548,MARKET,EBS,3251
TRD000686,APEX_TRADING_089,USDCHF,BUY,4831694,0.83513,2025-10-02T14:36:32.524548,LIMIT,Currenex,4690
TRD000687,NEXUS_CAPITAL_017,GBPUSD,SELL,2802792,1.24209,2025-10-02T15:23:32.524548,MARKET,LMAX,4786
TRD000688,SUMMIT_ADVISORS_051,AUDUSD,SELL,4515214,0.70156,2025-10-02T16:37:32.524548,LIMIT,LMAX,-6353
